股票代號,股票名稱,股數,權重
2330,台灣積體電路製造,1096000,23.32
3293,鈊象電子,479000,3.61
2395,研華,752000,3.3
8046,南亞電路板,323000,2.58
1216,統一企業,3569000,2.51
2308,台達電子工業,119000,2.47
2412,中華電信,1778000,2.42
3661,世芯電子,60000,2.29
2368,金像電子（股）公司,165000,2.21
6223,旺矽科技,40000,2.18
2454,聯發科技,55000,2.16
3653,健策精密工業,60000,2.15
2376,技嘉科技,657000,2.14
2360,致茂電子,100000,2.09
2059,川湖科技,33000,1.98
3036,文曄科技,868000,1.96
6669,緯穎科技服務,41000,1.96
1477,聚陽實業,927000,1.94
2049,上銀科技,623000,1.92
7769,鴻勁精密,29000,1.87
3017,奇鋐科技,83000,1.85
2383,台光電子材料,37000,1.72
2345,智邦科技,66000,1.47
6442,光紅建聖,81000,1.44
3711,日月光投資控股,263000,1.34
6805,富世達,77000,1.28
3105,穩懋半導體,279000,1.26
2881,富邦金融控股,1027000,1.19
4958,臻鼎科技控股,238000,1.13
8996,高力熱處理工業,98000,1.13
6488,環球晶圓,129000,0.94
8299,群聯電子,45000,0.92
2891,中國信託金融控股,1217000,0.78
4904,遠傳電信,713000,0.72
3529,力旺電子,25000,0.7
2344,華邦電子,491000,0.69
6415,矽力杰,144000,0.67
6789,采鈺科技,128000,0.56
3665,貿聯控股（BizLink Holding In,25000,0.51
2408,南亞科技,143000,0.45
6781,AES Holding Co Ltd,38000,0.39
8210,勤誠興業,20000,0.27
3533,嘉澤端子工業,13000,0.27
2317,鴻海精密工業,78000,0.19
2474,可成科技,92000,0.18
2382,廣達電腦,14000,0.05
3037,欣興電子,6000,0.05
6239,力成科技,16000,0.05
1519,華城電機,5000,0.04
3189,景碩科技,2000,0.01
