股票代號,股票名稱,股數,權重
2330,台灣積體電路製造,1372000,29.17
7769,鴻勁精密,116000,5.68
2368,金像電子（股）公司,243000,3.24
2454,聯發科技,127000,3.19
2308,台達電子工業,155000,3.16
2059,川湖科技,79000,3.02
3665,貿聯控股（BizLink Holding In,109000,2.75
3711,日月光投資控股,518000,2.46
3017,奇鋐科技,91000,2.43
3653,健策精密工業,42000,2.0
2360,致茂電子,100000,1.98
6488,環球晶圓,344000,1.92
6415,矽力杰,477000,1.89
6669,緯穎科技服務,41000,1.89
2345,智邦科技,84000,1.85
6781,AES Holding Co Ltd,154000,1.78
8046,南亞電路板,186000,1.66
2383,台光電子材料,37000,1.55
6805,富世達,77000,1.54
8299,群聯電子,80000,1.51
3661,世芯電子,39000,1.5
6223,旺矽科技,30000,1.41
6789,采鈺科技,260000,1.4
2344,華邦電子,1336000,1.22
3529,力旺電子,31000,1.19
6442,光紅建聖,64000,1.17
8996,高力熱處理工業,96000,1.08
3189,景碩科技,209000,1.02
6515,穎崴科技,10000,0.97
2474,可成科技,427000,0.95
3533,嘉澤端子工業,35000,0.9
1477,聚陽實業,433000,0.9
4958,臻鼎科技控股,236000,0.89
2412,中華電信,561000,0.74
3105,穩懋半導體,140000,0.67
4749,新應材,57000,0.54
2408,南亞科技,221000,0.5
3037,欣興電子,53000,0.42
2395,研華,104000,0.37
8210,勤誠興業,32000,0.36
1216,統一企業,378000,0.26
2317,鴻海精密工業,117000,0.25
3293,鈊象電子,34000,0.25
2881,富邦金融控股,278000,0.24
3264,欣銓科技,122000,0.23
6239,力成科技,98000,0.21
4904,遠傳電信,186000,0.17
1519,華城電機,8000,0.07
2891,中國信託金融控股,89000,0.05
2382,廣達電腦,14000,0.04
