股票代號,股票名稱,股數,權重
2330,台灣積體電路製造,588000,13.69
2376,技嘉科技,1448000,4.88
2603,長榮海運,1737000,4.19
4904,遠傳電信,3832000,3.83
2412,中華電信,2828000,3.79
6669,緯穎科技服務,53000,3.29
3653,健策精密工業,49000,2.69
7750,新代科技,108000,2.61
2345,智邦科技,124000,2.56
1504,東元電機,3473000,2.49
3105,穩懋半導體,656000,2.44
3081,聯亞光電工業,83000,2.26
6442,光紅建聖,148000,2.26
2027,大成不銹鋼工業,4181000,2.07
3017,奇鋐科技,68000,1.99
7769,鴻勁精密,31000,1.96
3711,日月光投資控股,335000,1.94
2454,聯發科技,50000,1.81
3037,欣興電子,160000,1.79
2610,中華航空,8783000,1.72
6147,頎邦科技,1019000,1.63
3036,文曄科技,788000,1.59
2059,川湖科技,11000,1.5
6446,藥華醫藥,108000,1.46
2308,台達電子工業,82000,1.4
2383,台光電子材料,23000,1.35
1216,統一企業,1657000,1.27
8996,高力熱處理工業,113000,1.26
2368,金像電子（股）公司,98000,0.98
2408,南亞科技,193000,0.98
2395,研華,146000,0.96
6187,萬潤科技,56000,0.69
3008,大立光電,12000,0.65
8046,南亞電路板,48000,0.56
4958,臻鼎科技控股,110000,0.5
2327,國巨,89000,0.49
2344,華邦電子,243000,0.42
8299,群聯電子,20000,0.39
3131,弘塑科技,12000,0.27
2049,上銀科技,55000,0.2
1802,台灣玻璃工業,357000,0.2
3665,貿聯控股（BizLink Holding In,9000,0.2
2303,聯華電子,171000,0.19
2881,富邦金融控股,154000,0.19
2891,中國信託金融控股,306000,0.19
3529,力旺電子,8000,0.17
2317,鴻海精密工業,64000,0.15
2360,致茂電子,5000,0.1
6488,環球晶圓,10000,0.1
3189,景碩科技,2000,0.02
