股票代號,股票名稱,股數,權重
2330,台灣積體電路製造,1096000,22.89
2881,富邦金融控股,4243000,4.14
2049,上銀科技,819000,2.83
1216,統一企業,4418000,2.81
3105,穩懋半導體,561000,2.62
2308,台達電子工業,119000,2.58
2891,中國信託金融控股,4612000,2.47
3293,鈊象電子,363000,2.43
2412,中華電信,1938000,2.35
1477,聚陽實業,1218000,2.34
2360,致茂電子,100000,2.23
3711,日月光投資控股,398000,2.16
4904,遠傳電信,2561000,2.15
6669,緯穎科技服務,41000,1.98
2368,金像電子（股）公司,165000,1.93
2344,華邦電子,1336000,1.87
8299,群聯電子,80000,1.83
2395,研華,409000,1.8
2454,聯發科技,47000,1.8
6789,采鈺科技,378000,1.76
6488,環球晶圓,190000,1.71
3036,文曄科技,666000,1.7
2383,台光電子材料,37000,1.68
8046,南亞電路板,221000,1.66
7769,鴻勁精密,22000,1.61
6223,旺矽科技,30000,1.59
4958,臻鼎科技控股,343000,1.57
3017,奇鋐科技,65000,1.54
3661,世芯電子,39000,1.53
2059,川湖科技,33000,1.48
2345,智邦科技,66000,1.42
6415,矽力杰,256000,1.36
6805,富世達,77000,1.32
6781,AES Holding Co Ltd,127000,1.31
3529,力旺電子,37000,1.12
6442,光紅建聖,64000,1.05
3653,健策精密工業,33000,1.04
8996,高力熱處理工業,96000,0.93
3665,貿聯控股（BizLink Holding In,41000,0.76
2408,南亞科技,221000,0.68
4749,新應材,57000,0.54
3533,嘉澤端子工業,19000,0.45
8210,勤誠興業,32000,0.39
2317,鴻海精密工業,117000,0.3
2474,可成科技,139000,0.25
6239,力成科技,25000,0.08
3037,欣興電子,6000,0.06
2382,廣達電腦,14000,0.04
1519,華城電機,5000,0.04
3189,景碩科技,2000,0.01
