股票代號,股票名稱,股數,權重
2330,台灣積體電路製造,634000,10.09
2454,聯發科技,269000,6.13
2059,川湖科技,91000,4.7
2383,台光電子材料,151000,4.48
2308,台達電子工業,378000,4.09
3037,欣興電子,562000,2.8
7769,鴻勁精密,73000,2.73
3081,聯亞光電工業,237600,2.65
6223,旺矽科技,76000,2.63
2408,南亞科技,1008000,2.58
2317,鴻海精密工業,1447000,2.48
6515,穎崴科技,55000,2.15
2368,金像電子（股）公司,393000,2.07
2345,智邦科技,147000,2.03
3017,奇鋐科技,131000,1.98
2360,致茂電子,143000,1.9
6669,緯穎科技服務,47000,1.75
5904,寶雅國際,312450,1.63
1303,南亞塑膠工業,1535000,1.57
3653,健策精密工業,64000,1.53
5274,信驊科技,16300,1.52
2891,中國信託金融控股,3264000,1.46
2376,技嘉科技,623000,1.45
2382,廣達電腦,647000,1.45
3711,日月光投資控股,400000,1.44
3036,文曄科技,1067000,1.42
3443,創意電子,59000,1.41
6274,台燿科技,187000,1.38
8299,群聯電子,120000,1.31
8046,南亞電路板,203000,1.29
2327,國巨,345000,1.26
3293,鈊象電子,225000,1.19
8996,高力熱處理工業,181000,1.12
2344,華邦電子,1153000,1.08
3231,緯創資通,871000,1.07
2884,玉山金融控股,3867622,1.02
3008,大立光電,35000,0.97
8210,勤誠興業,132000,0.94
4958,臻鼎科技控股,318000,0.93
3529,力旺電子,60000,0.9
6213,聯茂電子,460000,0.83
3189,景碩科技,184000,0.77
3665,貿聯控股（BizLink Holding In,32336,0.49
6805,富世達,54000,0.49
3026,禾伸堂企業,134000,0.46
3044,健鼎科技,164000,0.4
3264,欣銓科技,316000,0.38
6831,邁科科技,83000,0.31
6442,光紅建聖,37000,0.3
3533,嘉澤端子工業,13000,0.16
