股票代號,股票名稱,股數,權重
2330,台灣積體電路製造,753000,9.32
2454,聯發科技,249000,5.78
2059,川湖科技,67000,4.17
2383,台光電子材料,136000,3.67
2308,台達電子工業,404000,3.64
3037,欣興電子,591000,2.95
2408,南亞科技,1096000,2.88
1303,南亞塑膠工業,2416000,2.87
7769,鴻勁精密,73000,2.46
2317,鴻海精密工業,1921000,2.43
3017,奇鋐科技,134000,2.27
2368,金像電子（股）公司,393000,2.17
3081,聯亞光電工業,150600,2.15
2344,華邦電子,2293000,2.11
6223,旺矽科技,72000,2.03
6515,穎崴科技,55000,2.01
3711,日月光投資控股,621000,1.99
3653,健策精密工業,69000,1.99
5274,信驊科技,20300,1.9
6669,緯穎科技服務,155105,1.81
8299,群聯電子,168000,1.76
2345,智邦科技,174000,1.76
3443,創意電子,59000,1.75
2360,致茂電子,148000,1.73
2327,國巨,595000,1.69
2382,廣達電腦,987000,1.69
6274,台燿科技,240000,1.62
2884,玉山金融控股,6340622,1.41
8046,南亞電路板,251000,1.4
6213,聯茂電子,482000,1.27
2891,中國信託金融控股,3699000,1.24
3231,緯創資通,1298000,1.23
2376,技嘉科技,694000,1.22
8996,高力熱處理工業,181000,1.22
3189,景碩科技,289000,1.18
5904,寶雅國際,3124500,1.14
3036,文曄科技,1147000,1.1
3293,鈊象電子,252000,0.9
3008,大立光電,26000,0.9
3026,禾伸堂企業,233000,0.89
3044,健鼎科技,345000,0.88
3264,欣銓科技,650000,0.76
4958,臻鼎科技控股,302000,0.76
6805,富世達,54000,0.62
3529,力旺電子,44000,0.61
6831,邁科科技,182000,0.53
3665,貿聯控股（BizLink Holding In,48336,0.48
8210,勤誠興業,95000,0.44
6442,光紅建聖,38000,0.32
3533,嘉澤端子工業,35000,0.29
