股票代號,股票名稱,股數,權重
2330,台積電,22000,8.5244
GOOGL US,Alphabet 公司,3700,6.9918
NVDA US,輝達,5200,6.015
AVGO US,博通公司,2400,5.3315
CRWD US,Crowdstrike控股公司,3752,4.1101
AMZN US,AMAZON. COM INC,2800,4.0267
MU US,美光科技公司,800,3.7248
LITE US,魯門特姆控股公司,780,3.4528
AMD US,超微半導體公司,1200,3.1013
GS US,高盛集團,550,2.9998
IFX GY,英飛凌科技股份有限公司,8000,2.9427
LLY US,禮來公司,450,2.8332
LRCX US,科林研發股份有限公司,1700,2.7457
GEV US,奇異維諾瓦公司,500,2.6418
MSFT US,Microsoft Corp,1000,2.6403
HWM US,Howmet航太公司,1700,2.6016
ETN US,伊頓公開有限公司,1000,2.3674
COHR US,連貫公司,1300,2.295
ENR GY,Siemens Energy AG,2200,2.0617
6506 JT,安川電機公司,11000,1.9346
SNOW US,Snowflake公司,1100,1.8477
NET US,Cloudflare公司,1200,1.8029
6981 JT,村田製作所有限公司,7000,1.7385
AMAT US,應用材料,600,1.6717
SU FP,施奈德電機公司,900,1.6498
GLEN LN,嘉能可公司,40000,1.6095
JPM US,摩根大通銀行,800,1.5056
8306 JT,三菱UFJ金融集團公司,12000,1.4353
CAT US,Caterpillar Inc,300,1.358
SNDK US,晟碟公司（德拉瓦州）,200,1.3296
AAPL US,蘋果公司,600,0.9901
MA US,萬事達卡,300,0.9127
TSEM US,塔爾半導體有限公司,600,0.7121
2454,聯發科,1000,0.6422
DDOG US,數據狗公司,300,0.3633
CRDO US,Credo Technology Group Holding,103,0.1254
