股票代號,股票名稱,股數,權重
2330,台積電,22000,8.5328
GOOGL US,Alphabet 公司,4000,7.419
NVDA US,輝達,5300,5.7913
MU US,美光科技公司,1000,5.072
AVGO US,博通公司,2400,4.8179
CRWD US,Crowdstrike控股公司,3752,4.0791
LRCX US,科林研發股份有限公司,2021,3.6086
AMZN US,AMAZON. COM INC,2800,3.5751
GEV US,奇異維諾瓦公司,650,3.5748
IFX GY,英飛凌科技股份有限公司,8000,3.3749
LITE US,魯門特姆控股公司,780,3.2788
GS US,高盛集團,550,3.2348
AMD US,超微半導體公司,950,2.6865
LLY US,禮來公司,450,2.6757
CAT US,Caterpillar Inc,550,2.6484
HWM US,Howmet航太公司,1700,2.4275
ETN US,伊頓公開有限公司,1000,2.1437
COHR US,連貫公司,1300,2.0843
6981 JT,村田製作所有限公司,7000,2.0242
4062 JT,Ibiden Co Ltd,3500,1.9998
SNDK US,晟碟公司（德拉瓦州）,220,1.9951
ENR GY,Siemens Energy AG,2200,1.9916
MSFT US,Microsoft Corp,1000,1.9859
NET US,Cloudflare公司,1200,1.7443
6506 JT,安川電機公司,10000,1.7274
SU FP,施奈德電機公司,950,1.524
GLEN LN,嘉能可公司,40000,1.4614
8306 JT,三菱UFJ金融集團公司,12000,1.3728
MRVL US,Marvell Technology Inc,1100,1.2623
SNOW US,Snowflake公司,850,1.2101
TSLA US,特斯拉公司,550,1.1242
